"№";"Название";"Username";"Тип";"Подписчики";"ER %";"Ср. охват";"Цена поста";"CPM";"Категория";"Ссылка Telegram";"Ссылка TGStat";"Описание"
"145";"40 483";"akravtsovcom";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/akravtsovcom";"https://tgstat.ru/channel/@akravtsovcom";""
"146";"40 141";"mikhaildashkiev";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mikhaildashkiev";"https://tgstat.ru/channel/@mikhaildashkiev";""
"147";"40 035";"sonbokalchuk";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/sonbokalchuk";"https://tgstat.ru/channel/@sonbokalchuk";""
"148";"39 486";"etalonni_finansist";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/etalonni_finansist";"https://tgstat.ru/channel/@etalonni_finansist";""
"149";"39 439";"tgb_ru";"Канал";"N/A";"24 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/tgb_ru";"https://tgstat.ru/channel/@tgb_ru";""
"150";"39 346";"halyava_and_shemy";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/halyava_and_shemy";"https://tgstat.ru/channel/@halyava_and_shemy";""
"151";"39 307";"market_marketplace";"Канал";"N/A";"26 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/market_marketplace";"https://tgstat.ru/channel/@market_marketplace";""
"152";"39 132";"Bu0wSIt5pvgyYjdi";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Bu0wSIt5pvgyYjdi";"https://tgstat.ru/channel/Bu0wSIt5pvgyYjdi";""
"153";"38 901";"alexander_visotsky";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/alexander_visotsky";"https://tgstat.ru/channel/@alexander_visotsky";""
"154";"38 445";"vpn_liberty";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/vpn_liberty";"https://tgstat.ru/channel/@vpn_liberty";""
"155";"38 298";"egorpyrikov";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/egorpyrikov";"https://tgstat.ru/channel/@egorpyrikov";""
"156";"38 217";"BorisZarkovTM";"Канал";"N/A";"12 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/BorisZarkovTM";"https://tgstat.ru/channel/@BorisZarkovTM";""
"157";"38 070";"7sX6yWekhiY2MTgy";"Канал";"N/A";"55 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/7sX6yWekhiY2MTgy";"https://tgstat.ru/channel/7sX6yWekhiY2MTgy";""
"158";"38 046";"tochkabz";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/tochkabz";"https://tgstat.ru/channel/@tochkabz";""
"159";"37 976";"delovy_ru";"Канал";"N/A";"27 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/delovy_ru";"https://tgstat.ru/channel/@delovy_ru";""
"160";"37 877";"agrmedia";"Канал";"N/A";"25 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/agrmedia";"https://tgstat.ru/channel/@agrmedia";""
"161";"37 863";"Uvb55AMR-qA4OWJi";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Uvb55AMR-qA4OWJi";"https://tgstat.ru/channel/Uvb55AMR-qA4OWJi";""
"162";"37 602";"Theedinorogblog";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Theedinorogblog";"https://tgstat.ru/channel/@Theedinorogblog";""
"163";"37 468";"fibomagic50";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/fibomagic50";"https://tgstat.ru/channel/@fibomagic50";""
"164";"37 054";"agro_nomika";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/agro_nomika";"https://tgstat.ru/channel/@agro_nomika";""
"165";"37 035";"biznez_ideas";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/biznez_ideas";"https://tgstat.ru/channel/@biznez_ideas";""
"166";"37 028";"Sad_finansovoi_nezavisimosti";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Sad_finansovoi_nezavisimosti";"https://tgstat.ru/channel/@Sad_finansovoi_nezavisimosti";""
"167";"36 986";"krchbiz";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/krchbiz";"https://tgstat.ru/channel/@krchbiz";""
"168";"36 683";"lob_com_ua";"Канал";"N/A";"47 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/lob_com_ua";"https://tgstat.ru/channel/@lob_com_ua";""
"169";"36 659";"dominirovanie_finansov";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/dominirovanie_finansov";"https://tgstat.ru/channel/@dominirovanie_finansov";""
"170";"36 522";"pishet_n";"Канал";"N/A";"25 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pishet_n";"https://tgstat.ru/channel/@pishet_n";""
"171";"36 399";"earlybirdinvest";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/earlybirdinvest";"https://tgstat.ru/channel/@earlybirdinvest";""
"172";"36 089";"prokurakin";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/prokurakin";"https://tgstat.ru/channel/@prokurakin";""
"173";"36 005";"rublyanomics";"Канал";"N/A";"17 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rublyanomics";"https://tgstat.ru/channel/@rublyanomics";""
"174";"35 976";"opogovorim";"Канал";"N/A";"17 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/opogovorim";"https://tgstat.ru/channel/@opogovorim";""
"175";"35 970";"Milliarder_skinul_video";"Канал";"N/A";"17 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Milliarder_skinul_video";"https://tgstat.ru/channel/@Milliarder_skinul_video";""
"176";"35 842";"Turla_tg";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Turla_tg";"https://tgstat.ru/channel/@Turla_tg";""
"177";"35 762";"bi_daily";"Канал";"N/A";"17 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bi_daily";"https://tgstat.ru/channel/@bi_daily";""
"178";"35 718";"vtb_smb";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/vtb_smb";"https://tgstat.ru/channel/@vtb_smb";""
"179";"35 307";"Motiv_Nation";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Motiv_Nation";"https://tgstat.ru/channel/@Motiv_Nation";""
"180";"35 301";"yandex360blog";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/yandex360blog";"https://tgstat.ru/channel/@yandex360blog";""
"181";"35 230";"aumps86JrSI4ZGY6";"Канал";"N/A";"20 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/aumps86JrSI4ZGY6";"https://tgstat.ru/channel/aumps86JrSI4ZGY6";""
"182";"35 136";"profiobzorov";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/profiobzorov";"https://tgstat.ru/channel/@profiobzorov";""
"183";"34 977";"bfestmsk";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bfestmsk";"https://tgstat.ru/channel/@bfestmsk";""
"184";"34 918";"alexni19";"Канал";"N/A";"25 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/alexni19";"https://tgstat.ru/channel/@alexni19";""
"185";"34 893";"consortiumjournal";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/consortiumjournal";"https://tgstat.ru/channel/@consortiumjournal";""
"186";"34 869";"posbsn";"Канал";"N/A";"18 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/posbsn";"https://tgstat.ru/channel/@posbsn";""
"187";"34 829";"teoria_bolshogo_dohoda";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/teoria_bolshogo_dohoda";"https://tgstat.ru/channel/@teoria_bolshogo_dohoda";""
"188";"34 686";"TrendsBiz";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/TrendsBiz";"https://tgstat.ru/channel/@TrendsBiz";""
"189";"34 638";"TLhAIb5ucb81YWJi";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/TLhAIb5ucb81YWJi";"https://tgstat.ru/channel/TLhAIb5ucb81YWJi";""
"190";"34 372";"bznachit";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bznachit";"https://tgstat.ru/channel/@bznachit";""
"191";"34 184";"ekspertmp";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ekspertmp";"https://tgstat.ru/channel/@ekspertmp";""
"192";"34 022";"bsn_hub";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bsn_hub";"https://tgstat.ru/channel/@bsn_hub";""
"193";"33 889";"olegcloser";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/olegcloser";"https://tgstat.ru/channel/@olegcloser";""
"194";"33 699";"demesickk";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/demesickk";"https://tgstat.ru/channel/@demesickk";""
"195";"33 688";"burochannel";"Канал";"N/A";"57 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/burochannel";"https://tgstat.ru/channel/@burochannel";""
"196";"33 494";"kutergin_on_fire";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/kutergin_on_fire";"https://tgstat.ru/channel/@kutergin_on_fire";""
"197";"33 460";"subsidii_msk";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/subsidii_msk";"https://tgstat.ru/channel/@subsidii_msk";""
"198";"33 406";"vselenskizagovor";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/vselenskizagovor";"https://tgstat.ru/channel/@vselenskizagovor";""
"199";"33 290";"Pro100Korneva";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Pro100Korneva";"https://tgstat.ru/channel/@Pro100Korneva";""
"200";"33 259";"valeri_tetenkina";"Канал";"N/A";"30 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/valeri_tetenkina";"https://tgstat.ru/channel/@valeri_tetenkina";""
"201";"33 214";"gfY76SmUuI4yOTQ0";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/gfY76SmUuI4yOTQ0";"https://tgstat.ru/channel/gfY76SmUuI4yOTQ0";""
"202";"33 066";"Psikhologiyadeneg";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Psikhologiyadeneg";"https://tgstat.ru/channel/@Psikhologiyadeneg";""
"203";"33 035";"AAAAAEf0lOILRndU7ML-eQ";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/AAAAAEf0lOILRndU7ML-eQ";"https://tgstat.ru/channel/AAAAAEf0lOILRndU7ML-eQ";""
"204";"32 946";"Pmi59TIzH-U0Zjhi";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Pmi59TIzH-U0Zjhi";"https://tgstat.ru/channel/Pmi59TIzH-U0Zjhi";""
"205";"32 618";"zaebizn";"Канал";"N/A";"18 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/zaebizn";"https://tgstat.ru/channel/@zaebizn";""
"206";"32 445";"Avito_budet_bron";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Avito_budet_bron";"https://tgstat.ru/channel/@Avito_budet_bron";""
"207";"32 246";"bizru24";"Канал";"N/A";"59 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bizru24";"https://tgstat.ru/channel/@bizru24";""
"208";"32 003";"bc_atlanty";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bc_atlanty";"https://tgstat.ru/channel/@bc_atlanty";""
"209";"31 860";"tUsqKCF4sAY0YzQy";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/tUsqKCF4sAY0YzQy";"https://tgstat.ru/channel/tUsqKCF4sAY0YzQy";""
"210";"31 587";"joycitychina";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/joycitychina";"https://tgstat.ru/channel/@joycitychina";""
"211";"31 559";"pohodu_media";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pohodu_media";"https://tgstat.ru/channel/@pohodu_media";""
"212";"31 553";"pavelnedostoev";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pavelnedostoev";"https://tgstat.ru/channel/@pavelnedostoev";""
"213";"31 543";"ashihminuspeh";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ashihminuspeh";"https://tgstat.ru/channel/@ashihminuspeh";""
"214";"31 543";"BOOMBUSTFOREVER";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/BOOMBUSTFOREVER";"https://tgstat.ru/channel/@BOOMBUSTFOREVER";""
"215";"31 525";"ivansergeevofficial";"Канал";"N/A";"13 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ivansergeevofficial";"https://tgstat.ru/channel/@ivansergeevofficial";""
"216";"31 480";"finspotok";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/finspotok";"https://tgstat.ru/channel/@finspotok";""
"217";"31 285";"gurinovich_shares";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/gurinovich_shares";"https://tgstat.ru/channel/@gurinovich_shares";""
"218";"31 261";"polyakovacash";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/polyakovacash";"https://tgstat.ru/channel/@polyakovacash";""
"219";"31 177";"TatyanaKnyazevaBIZ";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/TatyanaKnyazevaBIZ";"https://tgstat.ru/channel/@TatyanaKnyazevaBIZ";""
"220";"31 142";"likecentre_live";"Канал";"N/A";"64 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/likecentre_live";"https://tgstat.ru/channel/@likecentre_live";""
"221";"31 057";"trener_biz";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/trener_biz";"https://tgstat.ru/channel/@trener_biz";""
"222";"30 964";"Q4uwByGgIk4xYjgy";"Канал";"N/A";"80 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Q4uwByGgIk4xYjgy";"https://tgstat.ru/channel/Q4uwByGgIk4xYjgy";""
"223";"30 918";"EZOBiznes";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/EZOBiznes";"https://tgstat.ru/channel/@EZOBiznes";""
"224";"30 914";"first025";"Канал";"N/A";"29 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/first025";"https://tgstat.ru/channel/@first025";""
"225";"30 883";"alina_telling";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/alina_telling";"https://tgstat.ru/channel/@alina_telling";""
"226";"30 748";"bs_marketplace";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bs_marketplace";"https://tgstat.ru/channel/@bs_marketplace";""
"227";"30 675";"artur_gufranov";"Канал";"N/A";"21 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/artur_gufranov";"https://tgstat.ru/channel/@artur_gufranov";""
"228";"30 658";"channel_U_U";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/channel_U_U";"https://tgstat.ru/channel/@channel_U_U";""
"229";"30 308";"Biz_Korneva_FM";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Biz_Korneva_FM";"https://tgstat.ru/channel/@Biz_Korneva_FM";""
"230";"30 248";"Sindrom_chudo_menedzhera";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Sindrom_chudo_menedzhera";"https://tgstat.ru/channel/@Sindrom_chudo_menedzhera";""
"231";"30 205";"instartofficial";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/instartofficial";"https://tgstat.ru/channel/@instartofficial";""
"232";"30 059";"idei_biznes";"Канал";"N/A";"12 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/idei_biznes";"https://tgstat.ru/channel/@idei_biznes";""
"233";"30 019";"fond78_msp";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/fond78_msp";"https://tgstat.ru/channel/@fond78_msp";""
"234";"29 858";"bossofyourboss";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bossofyourboss";"https://tgstat.ru/channel/@bossofyourboss";""
"235";"29 808";"logisticsscm";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/logisticsscm";"https://tgstat.ru/channel/@logisticsscm";""
"236";"29 669";"realnyi_sadovod";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/realnyi_sadovod";"https://tgstat.ru/channel/@realnyi_sadovod";""
"237";"29 614";"TuzShopNews";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/TuzShopNews";"https://tgstat.ru/channel/@TuzShopNews";""
"238";"29 564";"R-Lx24GKGxw4YWEy";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/R-Lx24GKGxw4YWEy";"https://tgstat.ru/channel/R-Lx24GKGxw4YWEy";""
